"Unnamed: 0" Field ID RA DEC FWHM ISOarea KRON_RADIUS nDet_magPStotal PhotoFlagDet U_PStotal F378_PStotal F395_PStotal F410_PStotal F430_PStotal G_PStotal F515_PStotal R_PStotal F660_PStotal I_PStotal F861_PStotal Z_PStotal e_U_PStotal e_F378_PStotal e_F395_PStotal e_F410_PStotal e_F430_PStotal e_G_PStotal e_F515_PStotal e_R_PStotal e_F660_PStotal e_I_PStotal e_F861_PStotal e_Z_PStotal "r - i" "r - J0660" "e(r - i)" "e(r - J0660)" "Unnamed: 0.1"
480775 HYDRA-0072 iDR3.HYDRA-0072.045130 158.1487150131946 -31.51757525365968 31.261007 743 3.084157 12.0 2 18.803371 18.66177 17.557884 18.035078 16.446163000000002 19.220505 16.470852 19.201511 13.834005 14.419547 13.832073000000001 13.675614999999999 0.037666973 0.05238441 0.03539336 0.050802097000000004 0.016760467 0.05070747 0.014237504 0.04185062 0.0018510282999999999 0.0020969475 0.0025470424 0.0018058262 4.781964 5.3675060000000006 0.041903121401658805 0.041891534946237055 ""
1017045 HYDRA-0120 iDR3.HYDRA-0120.082322 165.44792952387644 -38.61523871074965 10.320113000000001 28 3.968407 9.0 2 25.183392 99.0 99.0 99.0 21.931581 22.623486 20.699120999999998 19.884703 17.919254000000002 19.876894 17.85034 19.563679 8.337159 21.495323000000003 21.001385 21.191927 0.8331153 0.4229487 0.22849762 0.04250869 0.014618734 0.06272404 0.05333530000000001 0.09204733 0.0078089999999981785 1.965448999999996 0.0757713264991296 0.04495215355551785 ""
1050310 HYDRA-0123 iDR3.HYDRA-0123.091823 155.33145742029336 -39.763233768602255 13.5752535 243 3.1099598 11.0 2 25.511211 99.0 23.672957999999998 22.274742 19.600368 22.211313 18.0548 19.347578 14.776342999999999 17.708942 14.160226000000002 13.629225 17.25447 21.180616 6.2571330000000005 1.8711023 0.15184754 0.6182904 0.034655776 0.039549400000000005 0.0024957876 0.013430602 0.0028612781 0.0015983494000000001 1.6386359999999982 4.571235 0.04176764430085092 0.03962807080977213 ""
1317446 HYDRA-0140 iDR3.HYDRA-0140.074781 155.30683400465838 -42.5024131795272 9.465452 52 4.638132 11.0 0 25.245724 26.18007 99.0 23.781004 19.374044 22.19449 18.941729000000002 19.941944 16.782482 17.949913000000002 18.333248 16.728428 6.3874555 23.294363 21.081766000000002 5.401415 0.20744431 1.1267048000000002 0.12523367 0.12667957 0.012050388 0.026957937999999997 0.07205075 0.01593174 1.9920309999999972 3.1594619999999978 0.1295161915615061 0.1272514255571836 ""
1440720 HYDRA-0147 iDR3.HYDRA-0147.142223 155.68540924067037 -43.85918021149022 21.610441 115 5.122523999999999 12.0 2 21.525593 25.773020000000002 22.558643 22.276745000000002 20.909456 23.328241000000002 20.219739999999998 19.676182 18.302406 18.442959 17.775282 18.370647 0.3465062 20.2595 1.7137625 1.2403985 0.34651843 1.0273921 0.14956301 0.04049842 0.018012233 0.021175921 0.026452697999999997 0.034547675 1.2332230000000024 1.3737759999999994 0.045700565124455965 0.04432338615384309 ""
1724086 HYDRA-0161 iDR3.HYDRA-0161.196209 151.78021411106937 -46.572956659578345 15.477917000000001 111 3.5338713999999998 10.0 2 99.0 99.0 20.492683 21.38298 20.003767 19.653397000000002 18.15821 18.627966 15.9794235 16.549831 15.753051999999999 16.407158 22.048647 21.56866 0.27410805 0.55863893 0.16205595 0.04460751 0.03185974 0.020775534 0.0049015772999999995 0.0061538117 0.0067346635999999994 0.00789457 2.0781349999999996 2.6485425000000014 0.021667768953545097 0.021345919352724802 ""
1782864 HYDRA-0163 iDR3.HYDRA-0163.180757 156.75002919550641 -46.57137109392004 10.799307 32 4.5115004 12.0 2 27.757085999999997 24.377317 19.877728 19.973518 19.19706 20.831028 20.066444 19.779272 17.662882 18.739243 16.882788 17.573776000000002 100.9546 6.9354935 0.18898392 0.19544509 0.098473825 0.14313054 0.15816113 0.053138397999999996 0.012578598 0.028914057000000003 0.013607015 0.018762084 1.0400290000000005 2.116389999999999 0.060495553838324785 0.05460687200025293 ""
459493 STRIPE82-0098 iDR3.STRIPE82-0098.090821 307.29616223908874 1.4067209263489666 9.725494 100 5.0731910000000005 12.0 2 20.114834 19.684309 19.498219 18.490414 18.270428 20.595009 20.187904 19.350143 17.44266 18.119581 17.750608 17.940027 0.08592852 0.09212376 0.13799033 0.06682497 0.05359299 0.1012553 0.16021122 0.03622749 0.011660390500000001 0.018585531000000002 0.027156573 0.02606504 1.230561999999999 1.9074829999999992 0.04071674095813737 0.03805779471163023 ""
712918 STRIPE82-0128 iDR3.STRIPE82-0128.058760 329.1009164583662 1.4107100008985056 19.494020000000003 223 3.4533748999999996 12.0 2 24.059843 20.283726 19.284117000000002 18.590153 17.911102 18.886837 17.240676999999998 18.148098 15.433975 16.845627 15.165151000000002 15.232965 1.7624581999999998 0.09871088 0.072487555 0.04088638 0.025108447000000002 0.017715057 0.014292649 0.010780635 0.003130335 0.005741044399999999 0.0041922834 0.0031015867999999998 1.3024710000000006 2.7141230000000007 0.012213995325281418 0.011225911464796522 ""
758032 STRIPE82-0139 iDR3.STRIPE82-0139.005133 336.82058435510237 -1.2654017728402382 9.101842 41 8.347802 12.0 2 23.656069 23.271667 23.766556 21.599894 20.806122 21.342308 21.110989 19.722572 18.35543 19.41082 18.648998000000002 18.723343 2.2263305 2.4885054 5.932794 0.8469039 0.3892276 0.3210094 0.5451126000000001 0.05315846 0.01935577 0.05487868 0.055069547 0.0426697 0.3117519999999985 1.3671420000000012 0.07640347759175625 0.05657267628338348 ""
792489 STRIPE82-0148 iDR3.STRIPE82-0148.044943 342.7920156792848 1.4409604569311931 13.526857000000001 111 3.0709147 9.0 0 99.0 99.0 99.0 20.944607 20.119460999999998 21.010628 17.913470999999998 19.620667 16.340999999999998 16.895178 14.990322 16.29256 22.301226 21.773787 21.254766 0.36269578 0.1360168 0.08906712 0.022132112000000002 0.031993568 0.0049322913 0.0060558976 0.0039451923 0.0057812463 2.7254889999999996 3.2796670000000034 0.03256166901607333 0.032371529016076456 ""
117654 SPLUS-s27s36 iDR3.SPLUS-s27s36.045561 57.44902836315665 -34.165093346380445 16.839174 121 3.658956 10.0 2 99.0 24.651344 99.0 20.572885999999997 20.082226000000002 20.735043 18.35843 18.804562 16.524760999999998 17.25871 15.340725 15.250687 21.679384 11.623198 20.64779 0.46121034 0.27370405 0.18769671 0.048535015 0.027583707000000002 0.006604938 0.009451869 0.0053642252 0.0036290474 1.545852 2.2798010000000026 0.02915816728559959 0.028363464136908472 ""
201765 SPLUS-s29s34 iDR3.SPLUS-s29s34.058808 56.720634519431066 -36.793975276443035 16.827179 63 5.376971 12.0 2 23.850158999999998 21.225466 19.715757 19.587432999999997 19.778988000000002 20.443241 19.771545 19.662860000000002 17.802004 20.594542 17.80409 17.815075 1.7173166000000002 0.27997684 0.12885219 0.11644733 0.13357466 0.06868191 0.096480146 0.035313774 0.012228705 0.09632827 0.02405575 0.017285839 -0.9316819999999986 1.8608560000000018 0.10259726231881616 0.037371163483361086 ""
25803 SPLUS-s20s35 iDR3.SPLUS-s20s35.029130 335.0832394487865 -25.45845916042768 8.94174 69 5.6499066 12.0 0 21.956652 21.814478 22.365479999999998 20.542662 21.279638000000002 20.650988 20.40118 19.921532 18.248993 19.540442000000002 19.37371 19.313602 0.31657702 0.49308062 1.5094565 0.26510796 0.5132424 0.08995056 0.17322079999999998 0.047643207 0.016794158 0.04940394 0.10394473 0.07887481 0.3810899999999968 1.6725390000000004 0.06863398910720875 0.05051652122003071 ""
145049 SPLUS-s23s35 iDR3.SPLUS-s23s35.060753 335.89784422961947 -28.874056919602786 18.786935999999997 90 5.097832 11.0 2 27.545906 99.0 24.33468 24.942781 23.763693 26.923553000000002 24.475376 19.949348 18.477032 18.551092 19.433289000000002 17.195454 43.724926 21.906036 7.7802386 12.351386 4.036621 24.106262 6.0463057000000004 0.043698702 0.018510615 0.019768957 0.075130954 0.011403071 1.398256 1.4723159999999993 0.047962362508040125 0.04745755392098321 ""
153308 SPLUS-s23s38 iDR3.SPLUS-s23s38.029611 341.2775186097169 -29.457233785865604 11.099454 76 4.851309 11.0 0 99.0 20.471973000000002 20.480964999999998 21.16049 20.877174 20.085938 19.877354 18.956366 17.439514000000003 18.406979999999997 18.332466 18.165367 21.047813 0.44195306 0.702113 1.332878 0.9610955 0.18915266 0.29423872 0.05371931 0.01668861 0.043126766 0.05568319 0.040141697999999996 0.5493860000000019 1.5168519999999965 0.06888891211577416 0.05625187970733245 ""
298846 SPLUS-s25s10 iDR3.SPLUS-s25s10.018808 14.340174126822562 -32.3373346580284 8.669358 94 4.3671675 12.0 0 21.83268 21.400475 23.99748 20.89186 21.32378 20.909863 20.259516 19.587656 18.23254 19.125458 18.778522 18.820960999999997 0.32031550000000003 0.37865654 7.4767094 0.36336523 0.557237 0.106942564 0.15128392 0.039469443 0.016649248000000002 0.037899856 0.054720542999999996 0.0518158 0.4621980000000008 1.3551159999999989 0.054719612713824875 0.04283730138204032 ""
52419 SPLUS-s20s22 iDR3.SPLUS-s20s22.000077 315.11853707823724 -26.29850756736785 22.598910999999998 188 4.1968336 6.0 2 19.011812 99.0 99.0 99.0 99.0 99.0 99.0 19.702648 17.700232999999997 17.044134 17.277874 17.407173 0.031394765 21.666492 21.224863 21.342373000000002 21.422562 22.731358 21.716745 0.03848267 0.0111039765 0.0076268790000000005 0.017649874 0.01573675 2.6585140000000003 2.0024150000000027 0.03923117604163225 0.040052642664891065 ""
340106 SPLUS-s32s43 iDR3.SPLUS-s32s43.068370 314.4410181420806 -40.74278945124551 8.803276 366 4.2008967 12.0 2 19.428375 18.929342000000002 18.611588 18.30647 18.328297 22.002676 19.476397 19.901058 17.716389000000003 16.947357 17.59122 17.164842999999998 0.03912998 0.041189300000000005 0.051470324000000005 0.035781827 0.0361375 0.24044776 0.06606774 0.043854877 0.010654645 0.009077569 0.020667417 0.01292522 2.953700999999999 2.184668999999996 0.04478451178292435 0.04513060709497662 ""
12635 SPLUS-s02s03 iDR3.SPLUS-s02s03.000356 327.82790186608014 -2.0681732681132843 10.255688000000001 34 4.1805005 12.0 0 19.576881 19.402017999999998 19.235191 18.913578 19.513412 19.8952 19.128273 19.665276000000002 17.167793 17.748343 16.936272 20.619453 0.043274022999999995 0.063338675 0.08606897 0.059487578 0.09087577 0.04228584 0.05330555 0.033878118 0.008316499 0.010863491999999999 0.012385996000000002 0.19743285 1.9169330000000038 2.4974830000000026 0.03557727276866494 0.03488396529695162 ""
100311 SPLUS-s03s01 iDR3.SPLUS-s03s01.059563 324.41982361770533 -2.01362690140663 11.762409 60 3.4382718 7.0 0 99.0 99.0 99.0 99.0 99.0 22.373661 19.602335 19.232267 17.921357999999998 17.857893 15.625793 15.881924 22.251435999999998 21.740479 21.179132 21.303620000000002 21.369997 0.38362929999999995 0.08112292 0.028145764 0.013075846 0.013681255 0.006272953 0.005472808000000001 1.3743739999999995 1.3109090000000023 0.03129474028520961 0.031034847828842534 ""
6771 SPLUS-n05s02 iDR3.SPLUS-n05s02.034520 151.9777560415044 -4.718466450534088 10.018309 53 5.897293 12.0 2 23.73766 22.709745 21.684454000000002 21.084837 20.560682 23.490345 20.557722000000002 19.869797 18.154808 18.550857999999998 18.142145000000003 19.146027 2.5699432 1.4610868000000001 0.89622945 0.50882506 0.307431 1.6086197 0.23782276 0.055539414 0.016582634 0.023486715 0.03396412 0.068183646 1.3189390000000003 1.7149889999999992 0.06030134566454236 0.05796214504175421 ""
78069 SPLUS-n12s02 iDR3.SPLUS-n12s02.049324 152.3368713791652 -14.17028551957618 8.10539 42 3.541124 12.0 2 25.511547 24.096352 23.931202 20.219475 19.789204 22.226685 18.85513 18.767319 16.862779999999997 18.352085 16.068472 16.472057 11.093823 4.5121017 6.3371224 0.20650262 0.13674015 0.34939924 0.04933465 0.019254345 0.0070370976 0.017376263 0.007620909300000001 0.008924686 0.41523400000000166 1.9045390000000033 0.025935772925135544 0.02050001326855548 ""
180657 SPLUS-n14s19 iDR3.SPLUS-n14s19.007763 175.97616777156068 -18.10578010813701 9.0795765 84 4.011245 11.0 0 21.661016 21.030262 21.324665 99.0 21.041 20.426576999999998 20.16228 19.68735 18.150223 19.209173 18.938457 18.938896 0.25433314 0.28360906 0.49101130000000004 21.40229 0.32937983 0.066233955 0.12017278 0.037106602999999995 0.014663926 0.033999864 0.059127677000000003 0.047969133 0.47817699999999874 1.5371269999999981 0.050327832639783965 0.039899006402830194 ""
234095 SPLUS-n15s09 iDR3.SPLUS-n15s09.043728 162.13416145508023 -18.691442601192016 9.501081 60 4.2301226 12.0 0 22.380604 21.349860999999997 21.21423 20.757932999999998 21.801678 20.830475 20.598297 19.834170999999998 17.993714999999998 19.380836 19.158638 19.118412 0.42463854 0.29592866 0.46400008 0.27413163 0.6798850000000001 0.09296301 0.17967072 0.041486844 0.013198363999999999 0.040486705 0.06828008599999999 0.06016327 0.45333499999999916 1.8404559999999996 0.05796836643236862 0.04353567545538753 ""
257166 SPLUS-n15s14 iDR3.SPLUS-n15s14.016647 169.25893704524705 -19.215139908237933 10.132728 39 4.1690545 10.0 0 22.45102 99.0 21.398516 22.57349 99.0 20.883451 20.7288 19.900579999999998 18.582546 19.342644 19.109621 19.135270000000002 0.4667309 21.872972 0.5180557 1.3579466 21.371553 0.096211806 0.19492020000000002 0.04358834 0.019397238 0.03886997 0.062789686 0.057686955 0.557935999999998 1.3180339999999973 0.058402208449308664 0.04770949827847956 ""
487831 SPLUS-n17s16 iDR3.SPLUS-n17s16.000122 172.92249802651966 -22.29153367607385 13.270626000000002 63 3.8029976000000003 12.0 0 22.35279 21.7704 23.71516 20.324146 21.696987 18.800535 20.636889 19.114887 17.031319 17.424170999999998 16.614535999999998 20.744782999999998 0.48204124 0.45592730000000004 4.4999337 0.19380464 0.61415213 0.021182906 0.1828207 0.02556116 0.00828883 0.009886281 0.011230436000000002 0.2703696 1.6907160000000019 2.0835679999999996 0.027406412617425158 0.026871501694443873 ""
577446 SPLUS-n18s21 iDR3.SPLUS-n18s21.000239 180.312529155415 -23.621972887650838 13.3937 40 4.727645 11.0 2 99.0 20.969307 21.296235999999997 20.826363 21.763287 18.674404 20.873023999999997 19.893324 17.646313 19.873142 17.469034 19.725895 22.187967 0.23095465 0.46320507 0.27125216 0.57615733 0.016978918 0.20544398 0.04022281 0.011453882 0.05049936 0.019735787 0.08287919 0.020181999999998368 2.2470110000000005 0.06456051273577139 0.04182183469392542 ""
71461 SPLUS-n06s45 iDR3.SPLUS-n06s45.000220 210.6086937798902 -7.488314698262918 11.085361 90 3.7770271 10.0 2 99.0 25.802329999999998 99.0 23.577087 22.122265 17.894968 18.928148 18.808335999999997 17.086973 16.68039 16.315395000000002 16.86702 22.150692000000003 22.436869 21.03001 4.5755153 1.1310253000000001 0.014199541000000001 0.05489116 0.025823526 0.008657261999999999 0.007157691 0.011081858 0.01217401 2.127945999999998 1.7213629999999966 0.026797146033190864 0.02723605478789687 ""
121337 SPLUS-n08s40 iDR3.SPLUS-n08s40.000099 204.92081105449714 -10.195372150124328 13.944073999999999 67 4.182646 9.0 0 99.0 99.0 25.242449 99.0 23.597642999999998 19.12836 21.142592999999998 18.893723 17.007069 17.37725 16.75169 18.39746 22.335966 21.742628 18.056244 21.343916 3.5863127999999995 0.027312636 0.30061936 0.023269792999999997 0.008379004 0.009796953 0.014558558999999999 0.036652963999999996 1.5164730000000013 1.886654 0.025248040604115358 0.024732387153181653 ""
339452 SPLUS-n12s34 iDR3.SPLUS-n12s34.047368 197.15874999127075 -14.224833711087944 9.780151 27 8.066949000000001 10.0 0 21.42349 20.968163 99.0 99.0 21.449413 20.335445 19.858692 19.538435 18.247318 18.953026 18.613577 18.643888 0.5664009 0.5715939 20.322062 20.286226 1.3381087999999999 0.21566223 0.25954196 0.09261026 0.034839094 0.056992427000000005 0.08536699 0.06624876 0.5854089999999985 1.2911169999999998 0.10874188242171426 0.09894656501369027 ""
55761 SPLUS-n02s22 iDR3.SPLUS-n02s22.039680 179.96556420231337 -0.650241263968691 18.144737 140 3.9393434999999997 12.0 0 23.473364 19.837347 18.54187 17.792445999999998 17.6428 18.734170000000002 17.941418 19.088373 15.933267 19.231798 24.294667999999998 15.588075 1.440501 0.09232889 0.05357856 0.030386966 0.026058642000000003 0.020886336999999998 0.025511531 0.02649976 0.0055046575 0.04035143 8.2335415 0.004578209000000001 -0.14342500000000058 3.155106 0.04827499542312252 0.027065449086425785 ""
119224 SPLUS-n03s18 iDR3.SPLUS-n03s18.044957 173.37936738183305 -2.015738867059862 21.035984 258 3.4405398000000003 12.0 2 24.309925 23.214192999999998 22.92449 22.21317 20.471245 21.888557000000002 19.544539999999998 19.633132999999997 14.825551999999998 18.867548 14.546878 14.509811 3.17237 1.6944028000000002 2.0931878 1.0011287 0.202177 0.2308631 0.074055836 0.035003223 0.0025798278 0.031934492 0.0034050592 0.002419226 0.765584999999998 4.807580999999999 0.04738182562634953 0.03509816422357987 ""
55452 SPLUS-s37s44 iDR3.SPLUS-s37s44.000013 325.22221459083045 -48.68398321864072 11.6825905 31 5.589232 12.0 0 19.708809 19.39399 21.132215 20.505924 20.167133 19.163726999999998 20.722939 19.875420000000002 18.270578 19.983425 18.279898 19.017132 0.08426731 0.074191324 0.44658557 0.22869109 0.16524398 0.02748298 0.21309672 0.051400665 0.019312311000000002 0.08887751 0.07231769 0.07245865 -0.10800499999999857 1.6048420000000014 0.1026705417646285 0.054908958454909215 ""
85029 SPLUS-s45s31 iDR3.SPLUS-s45s31.000934 316.8279119669683 -58.94613433421814 9.908125 85 5.0439014 12.0 2 20.856817000000003 20.231476 20.356869 19.866919 19.807095 19.687235 19.48917 19.3032 17.547107999999998 19.082413 19.050331 18.882305 0.25784993 0.22235832 0.38044766 0.24714059 0.21592388 0.069523945 0.11586465 0.038748708 0.012426825 0.03938929 0.07892357 0.05644153 0.2207870000000014 1.7560920000000024 0.05525376492487516 0.04069260806645218 ""
143004 SPLUS-n05n53 iDR3.SPLUS-n05n53.037456 220.36682124265732 5.864515543127946 10.8151245 218 4.418076999999999 12.0 2 20.052267 19.932152 19.5447 19.304064 19.191303 18.8733 18.651676000000002 18.327360000000002 17.069435000000002 18.200499 18.028881 18.006504 0.107068606 0.15732104 0.19192304 0.13080305 0.113135464 0.03510588 0.06097794 0.023302708 0.0110365525 0.026013862000000002 0.046139892 0.038985442 0.12686100000000167 1.2579250000000002 0.03492473645266787 0.02578413642568857 ""
375116 HYDRA-0109 iDR3.HYDRA-0109.005109 161.01570857515347 -38.38276052751697 8.016614 24 6.619946499999998 12.0 0 22.744413 22.096571 21.257217 21.480782 20.991531 21.324314 21.313366 20.120834 18.555265 19.52068 19.227087 19.216537 1.0766386 0.921426 0.6735810999999999 0.8748763 0.55513644 0.29909548 0.57929534 0.07949571 0.024777902 0.05427731 0.08453236 0.06961526 0.6001539999999999 1.565569 0.09625795701779775 0.0832677148475068 375116
423092 HYDRA-0117 iDR3.HYDRA-0117.074717 159.98330642619038 -38.406843280948 8.286139 27 5.420800700000001 10.0 0 22.225666 22.62677 22.960217 99.0 99.0 21.821167000000006 21.382498 20.443336 18.219437 19.146479 18.87037 18.706337 0.47890225 0.9974388 2.3008444 21.344812 21.221134 0.23603837 0.3671586 0.11529351 0.019441301 0.054607842 0.080260634 0.082971394 1.2968569999999993 2.2238989999999994 0.1275719791177399 0.11692115990141691 423092
450051 HYDRA-0123 iDR3.HYDRA-0123.089147 154.6188493682879 -39.76795651909278 16.987326 142 3.5514112 10.0 0 99.0 27.315258 99.0 25.815039 21.52807 23.448109 19.46391 20.2993 16.46915 18.535908 15.912977 14.871141 21.544765 128.54272 20.802137 48.72269 0.8529757 1.9288664 0.10764888 0.089200914 0.005890705 0.025664324 0.007470809 0.0030830724 1.7633919999999996 3.8301499999999997 0.09281950541137554 0.0893952094009093 450051
516200 HYDRA-0134 iDR3.HYDRA-0134.090368 160.1386274545576 -41.1367784082176 13.376945499999998 47 4.624736 12.0 2 19.387371 19.283424 18.62584 18.26736 18.553326 20.94065 17.901777 20.231428 16.33929 18.254236 16.07191 16.413963 0.06533379 0.09288614 0.08353004 0.06487433 0.08046229 0.28017822 0.037827957 0.11810842 0.006436791999999999 0.022552695 0.008033110999999999 0.007606165 1.9771920000000023 3.8921380000000028 0.12024235080311522 0.11828368934957881 516200
679506 HYDRA-0158 iDR3.HYDRA-0158.164148 163.57901183348153 -45.2139141063667 16.054022 61 5.4300017 12.0 2 20.487484 19.789833 19.754143 19.66359 20.031616 21.085068 19.576826 20.311657 17.447691 18.830744 17.284046 18.131065 0.07508518 0.06973036 0.10792777 0.09450704 0.1229934 0.10246665 0.06912014 0.05371727 0.009269478 0.02254793 0.014797091000000004 0.02144575 1.480913000000001 2.8639660000000013 0.05825765394811054 0.05451117608936156 679506
870356 STRIPE82-0063 iDR3.STRIPE82-0063.035574 43.76980314488672 0.03211453245204548 8.342428 9 1.82 9.0 0 22.8669 99.0 20.678467 22.129875 99.0 99.0 20.639355 20.089752 17.574837 20.721691 22.483423 22.006233 0.8570515999999999 21.63278 0.33965352 1.0743673 21.38648 22.797504 0.21921378 0.053960934 0.010247848 0.11953478 1.5653852 0.7255822 -0.6319389999999991 2.514915000000002 0.13115008969802786 0.05492541112075047 110737
1117938 STRIPE82-0138 iDR3.STRIPE82-0138.000287 335.92120564114447 0.027798570553661046 9.191037 18 1.82 8.0 0 21.14975 99.0 99.0 99.0 99.0 20.747509 23.828886 20.234001 18.88684 20.424078 17.463242 19.710793 0.29932722 21.223778 20.730774 20.848543 20.860434 0.15141165 5.811630999999998 0.09256193 0.04746494 0.13801296 0.0368314 0.13071314 -0.19007700000000227 1.3471609999999998 0.16617848240156274 0.10402226403289105 358319
